5.958898783	3.140320301	100-100	0.00E+00
8.047489166	3.920325041		
8.207622528	3.283416033		
6.045902252	3.203934193		
6.433483839	3.529476404		
5.18378067	3.341695309		2.50E-05
5.318356276	3.093174219		
11.60072088	3.167846203		
13.88961744	3.096587181		
14.70044756	3.14098978		
7.00813508	3.832503557		5.00E-05
7.533552408	3.716660023		
6.365119219	3.120405197		
7.461057425	3.353609562		
5.401954412	3.398747206		
10.94870234	3.113776684		7.50E-05
19.22318316	3.298201323		
15.256073	3.211226463		
6.33730793	3.491852522		
8.927541256	3.122865438		
15.45134187	3.654718637		1.00E-04
7.493942738	3.402191162		
18.97763371	3.574603081		
17.75493932	3.345322371		
22.61079097	3.442638397		
11.51286769	3.210088253		1.25E-04
9.907406092	3.290886402		
11.57708836	3.78055501		
23.80241108	3.736841202		
18.65667534	3.394068718		
11.68758893	3.361445904		1.50E-04
17.36898494	3.204400301		
15.13557315	3.51837635		
15.61672974	3.130386829		
12.30469179	3.752319813		
9.573651552	3.334704399		1.75E-04
16.57036805	3.561656237		
16.96149588	3.866852999		
6.373608589	3.178046227		
6.635318518	3.213372707		
10.55049849	3.679259539		2.00E-04
10.52313876	3.267299652		
11.17280054	3.424205303		
9.165115595	4.223473787		
11.00660157	3.113945007		
4.505833387	3.911645651		2.25E-04
6.380463123	3.652068615		
6.153152943	3.644946098		
8.09854722	3.975151062		
11.42679214	5.683009148		
8.674129963	4.071289301		2.50E-04
5.421174765	4.192076445		
7.396463633	3.305401564		
5.827659607	3.856788874		
10.35760164	4.817598104		
6.242922783	3.203065157		2.75E-04
7.605721951	3.565829754		
4.597113609	3.725091457		
8.330170155	6.715427399		
5.184355259	3.714305162		
7.18042016	3.582295418		3.00E-04
8.908535242	4.080754519		
10.09590864	3.233655691		
7.926604033	3.924334049		
4.907405853	4.30856967		
4.895742416	3.285164118		3.25E-04
7.905485153	3.492399216		
5.039785624	4.006324291		
4.885961294	3.628983974		
4.462466955	3.140874863		
4.398501873	3.702493906		3.50E-04
4.019868374	3.062976599		
