10.98892164	3.946370363		
8.806783199	3.41351819		
6.304316044	6.481796265		
4.374800444	3.070488691		3.75E-04
7.136808872	3.704760313		
7.422657728	3.226963997		
5.361548662	3.649015427		
6.361979246	3.263282537		
5.373258829	4.005114555		4.00E-04
7.397107601	5.201125383		
6.702709913	3.9460361		
4.775816679	3.505641222		
5.502455473	3.726610422		
48.36472559	3.867815495	100-100-100	0.00E+00
39.30564666	3.833921432		
63.93905091	3.820017815		
36.86389089	4.109295368		
55.23465896	17.4436121		2.50E-05
58.52526236	22.06774974		
43.65961123	3.530201197		
63.59015918	3.47468996		
93.55120444	32.02446079		5.00E-05
57.97776818	15.34662628		
177.4173586	34.09617114		
98.02486873	4.191462278		
201.1315341	42.59337711		7.50E-05
98.48909163	21.94433618		
139.9575081	4.080626965		
78.84923458	3.534411907		
122.8628633	4.77388978		1.00E-04
156.2746077	22.38284349		
120.8099434	3.675635338		
156.3207071	7.370341301		
163.6597407	41.44468689		1.25E-04
430.6518524	97.39959359		
689.2193837	433.7709024		
880.0386639	66.40210319		
62.38455105	5.2621665		1.50E-04
2127.790454	173.3527997		
189.0084131	293.7797368		
78.90956926	18.48249793		
91.12258959	37.58758259		
60.42652297	7.976446629		1.75E-04
115.2686148	55.09692192		
81.74865985	160.9154115		
126.7895632	46.82695246		
70.3830719	79.54423046		
143.2429192	16.71045995		2.00E-04
63.71069217	9.357558727		
82.59973264	15.28990078		
57.62612438	5.885346889		
294.4132059	60.97211671		
163.4722872	4.069725037	100-100-100-100	0.00E+00
195.2843657	4.293431044		
199.2333152	4.133036852		
215.5763659	3.839840174		
809.4696276	4.46642065		
196.270637	97.14804983		2.50E-05
491.1794426	68.64787054		
203.7681265	116.7581184		
558.1506169	109.5659895		
8875.881482	205.2567756		5.00E-05
429.5540471	167.3036973		
37.18883848	104.850975		
1368.358169	6.871837139		7.50E-05
6944.854113	2178.736917		1.50E-04
7717.875643	250.5302458		
1099.495732	317.9774313		1.75E-04
501.9357152	33.22193074		
6856.210584	5208.892636		
1439.583207	547.3948529		
1572.864756	1253.131333		
398.1280401	89.70524454		2.00E-04
439.9837279	1066.636319		
596.0359566	440.9330649		
330.5745354	3018.340645		
4338.198356	3405.53933	100-100-100-100-100	2.00E-04
24.98199224	6.408483028	200-200	0.00E+00
31.22725892	6.447259903		
27.10257578	8.167565107		
22.74264622	6.909670353		
26.21969867	6.650410652		
22.68306398	6.45561862		2.50E-05
25.06068444	7.096014261		
25.22755647	6.46796298		
29.34118462	7.274524212		
22.78898883	8.091091633		
88.83108974	7.313806295		5.00E-05
125.2857807	7.160499096		
87.31007791	6.544555902		
138.731014	7.132301092		
89.51137495	7.764190197		
145.2028482	7.140730381		7.50E-05
143.1975484	7.393779039		
271.9543564	7.855927229		
108.5725243	27.40569353		
139.1074357	8.434252024		
135.4971855	8.770544291		1.00E-04
138.7771976	9.420884848		
106.9262931	7.494170904		
104.6026731	8.939198256		
137.4709172	9.132335901		
35.5443294	6.390720844		1.25E-04
74.2559216	29.37221646		
81.10300422	7.149763584		
105.2036784	7.766151428		
83.11671352	18.42644548		
36.38539553	7.480037689		1.50E-04
39.44271684	10.14567375		
29.05777526	11.6036849		
65.64792538	13.34084153		
20.12912083	7.110491991		
18.35762429	8.686640501		1.75E-04
16.51649809	11.73949313		
22.3739841	6.812461376		
15.77563596	8.032847881		
21.25777698	7.267121077		
23.17871928	7.305778027		2.00E-04
17.13744807	7.683801651		
30.15754485	6.60981369		
22.29525399	10.66237211		
11.9840188	7.530176878		
136.5103271	15.32785678	400-400	0.00E+00
107.0368521	14.55552578		
101.7029583	14.31971335		
104.4814935	14.73789406		
127.9243357	15.02625871		
241.283551	15.19247937		2.50E-05
228.451113	13.95497465		
247.3779557	14.32647085		
254.9122131	14.91537523		
136.2096438	14.10371137		
1024.652332	19.10262704		5.00E-05
1231.741423	22.14251423		
1047.100462	16.57553124		
1089.90654	21.82278633		
1126.423682	20.39528346		
1623.910445	209.8840582		7.50E-05
829.5035565	111.2537923		
909.3670046	295.2740147		
1171.824816	177.5674629		
305.5195379	471.6022127		1.00E-04
351.9914703	223.2580183		
380.5765984	62.34819698		
361.3128049	236.0941489		
93.59449506	61.73213887		1.25E-04
47.04070997	24.4620924		
129.5736125	54.20322847		
93.64661551	54.2013135		
168.0572872	59.77050662		
194.9052939	43.22416997		1.50E-04
98.34266591	33.26225257		
94.72012353	19.20472956		
177.4385855	24.34121752		
85.13659143	23.23464823		
55.58685946	14.61467099		1.75E-04
61.35646534	17.95818758		
28.17102933	18.66887522		
1062.284823	242.2803693		
48.01333857	22.82321119		
52.90984368	15.36962962		2.00E-04
21.09497142	15.44884396		
1260.309399	1479.233529		
70.63894272	28.47222924		
72.46461248	2255.853818		
5029.218841	37.49237561	800-800	0.00E+00
4772.804437	37.52043295		
5535.641124	37.27799892		
5260.295276	37.64665842		
5818.119896	37.96912408		
8704.812668	38.2784245		2.50E-05
9978.252437	38.76171231		
8892.882732	38.39862013		
7578.035766	37.71897769		
8634.458252	37.94627166		
2316.639858	1418.828871		7.50E-05
3248.414806	447.3063319		
4909.46437	1986.193568		
1598.81172	444.908704		
624.2100129	293.582829		1.00E-04
688.5982172	159.5322537		
2946.883457	2569.463005		
1073.574321	289.138401		
657.9072537	191.4551616		
1150.880559	43.35277057		1.25E-04
232.5367692	42.60039282		
383.3214247	41.27693319		
412.1531005	79.45266438		
319.4250336	139.4669013		1.50E-04
198.6404173	73.72831631		
309.675638	50.01910067		
479.440963	67.34030175		
308.5799012	95.53079915		
89.17850399	37.67804909		1.75E-04
166.1925271	67.3433857		
170.6108086	43.44184732		
177.3850055	42.58062768		
337.8935244	70.85487127		
55.00686288	47.94598365		2.00E-04
156.3980684	83.84615278		
215.8224158	105.086446		
120.6503856	48.79804611		
